puzzle_id,fen,key_moves,mate_in,rating,solution
sgTaO,3rr1k1/pp3ppp/8/2R4n/2Bn4/2N5/PP3PPP/R1B3K1 b - - 0 17,e8e1,4,2396,e8e1 c4f1 d4e2 c3e2 e1f1 g1f1 d8d1
W8Jdz,5rk1/1ppb2bp/3p1q2/3P3Q/1PP1Bp2/6P1/7P/1R4K1 w - - 0 24,e4h7,4,1817,e4h7 g8h8 h7g6 g7h6 h5h6 h8g8 h6h7
oQg9U,r3r2k/1b2b1pp/p1n1Qn2/1p1pN3/2q5/P1N5/1P3PPP/R3R1K1 w - - 14 26,e5f7,4,1701,e5f7 h8g8 f7h6 g8h8 e6g8 f6g8 h6f7
WfuOX,5qk1/4nppp/8/3p4/r7/3bPQ2/P4RPP/1R4K1 w - - 4 27,f3f7,4,1617,f3f7 f8f7 b1b8 e7c8 b8c8 f7e8 c8e8
wxQQw,rn5k/5Bp1/b1pp3P/2q2N2/p3P3/P1b2Q2/K4PP1/3R3R b - - 0 30,a6c4,4,1389,a6c4 f7c4 c5c4 a2b1 c4b3 b1c1 b3b2
VPSte,r5k1/6pp/p2R1nr1/1p3pq1/8/2P2p2/PP2QPPP/3R2K1 w - - 0 25,e2e6,4,1653,e2e6 g8h8 d6d8 a8d8 d1d8 f6e8 d8e8
xzel6,5k2/2N4p/p1Pp1Kp1/P2Pp2q/1P2Pn2/6QP/8/8 b - - 10 41,g6g5,4,2358,g6g5 c7e6 f4e6 f6e6 h5f7 e6d6 f7e7
Yk5Zs,r4rk1/5ppp/p2N4/2pn4/5q2/5P2/PBQ2P1P/R2R3K b - - 0 20,f4f3,4,2025,f4f3 h1g1 d5f4 c2e4 f4h3 g1f1 f3f2
PqcAq,r4rk1/1pp2ppp/1p6/4pN2/1Pn5/3P1PK1/1q6/2R4R w - - 0 30,f5e7,4,1300,f5e7 g8h8 h1h7 h8h7 c1h1 b2h2 h1h2
Phplw,8/pp1k4/2p3R1/4p1P1/nP1p4/PK6/B1P2r2/6R1 b - - 4 36,f2f3,4,1879,f2f3 c2c3 f3c3 b3a4 b7b5 a4a5 c3a3
jrAr9,3r2kr/p4pb1/2Q1p1p1/7p/2Pq1Pn1/BP3B2/P5PP/3R1R1K b - - 4 20,g4f2,4,1801,g4f2 f1f2 d4d1 f3d1 d8d1 f2f1 d1f1
3BLqr,6k1/R3Qp2/4p1pp/1p6/6K1/3r4/2r2PPP/8 b - - 6 43,c2c4,4,2016,c2c4 f2f4 f7f5 g4h4 c4f4 g2g4 f4g4
xxbjk,6rk/5ppp/1p2q3/p1r3Q1/P4n1P/1P1R2R1/5PPK/8 w - - 3 39,g5g7,4,1833,g5g7 g8g7 d3d8 e6e8 d8e8 g7g8 g3g8
7GVtq,3r3k/1Q4p1/p6p/4b3/P2p4/7q/1P1RNP2/3R2K1 b - - 5 33,e5h2,4,1958,e5h2 g1h1 h2g3 h1g1 h3h2 g1f1 h2f2
3fjeQ,rnb3k1/ppp2qpp/8/3Q4/8/8/PPP1B1PP/R5K1 w - - 1 15,d5d8,4,1377,d5d8 f7f8 e2c4 c8e6 c4e6 g8h8 d8f8
fg5hg,Q6R/1pq1kppp/8/1B2Pb2/5P2/2p1B3/PPP3PP/2K4R b - - 0 20,c3b2,4,1621,c3b2 c1b2 c7c2 b2a3 c2c3 a3a4 f5c2
qmP17,4r1kr/1p2q1p1/1n2PpQ1/p2p3P/3P4/3B4/PP2R1P1/5K2 w - - 1 33,g6f7,4,1905,g6f7 e7f7 e6f7 g8f7 d3g6 f7g8 e2e8
VJXx8,r1b3k1/pp4qp/2pp2p1/5p1n/1PPb1P2/P2P2P1/2QBR1BP/5R1K b - - 0 20,h5g3,4,982,h5g3 h2g3 g7h6 g2h3 h6h3 e2h2 h3f1
8CEGt,5k2/2Q2p2/p3p1p1/6P1/3P4/2R2P2/P2K4/1q5r w - - 1 51,c7d8,4,1513,c7d8 f8g7 d8f6 g7g8 c3c8 g8h7 f6f7
URVbB,5rk1/1pR2ppp/p3p3/3pP2P/5nN1/P5Q1/3q1PP1/6K1 w - - 3 28,g4h6,4,1966,g4h6 g8h8 h6f7 f8f7 c7c8 f7f8 c8f8
4YoaS,5rk1/pR3ppp/2p1r2q/3pP2P/3P1QP1/8/P7/5RK1 w - - 1 26,f4f7,4,1517,f4f7 f8f7 b7b8 e6e8 b8e8 f7f8 f1f8
lMQrU,2k1r3/5R1R/rp2p1q1/p2pP3/3N4/2P5/PP3P2/2K5 w - - 0 30,f7c7,4,1428,f7c7 c8b8 d4c6 b8a8 c7a7 a6a7 h7a7
04g7p,2r1NQ2/5p1k/4p1p1/3pB2p/1p1Pq3/4PPP1/6KP/8 b - - 0 35,c8c2,4,1893,c8c2 g2h3 e4f5 g3g4 f5f3 e5g3 f3g4
uPzBW,4r1k1/p4Npp/b1p2n2/3pN1Q1/5B2/8/P1q3PP/1r2R2K w - - 2 22,f7h6,4,1702,f7h6 g8f8 e5d7 f6d7 f4d6 e8e7 g5e7
ruXQV,8/4p1k1/3p2p1/P3b2p/2p1P2q/5Q2/6B1/5RK1 b - - 1 41,e5h2,4,2101,e5h2 g1h1 h2g3 g2h3 h4h3 h1g1 h3h2
4Jn4n,6k1/2p2pp1/3p3p/3P1KB1/2b2P2/R1Q5/6rq/8 w - - 0 38,a3a8,4,1969,a3a8 g8h7 c3g7 h7g7 g5f6 g7h7 a8h8
gDLnL,b4rk1/2RQ1p1p/4N1p1/1Pp5/2P4q/5P1P/4p1PK/8 w - - 2 34,d7f7,4,2029,d7f7 f8f7 c7c8 h4d8 c8d8 f7f8 d8f8
VV3aR,3r2k1/p1Q2p1p/5qp1/8/5P2/5B1R/PP1r2PP/2R3K1 b - - 0 30,f6d4,4,1320,f6d4 g1h1 d2d1 f3d1 d4d1 c1d1 d8d1
QiRrH,r1b1k2r/pp1pbppp/4p3/1B6/8/q7/5PPP/2RQ1RK1 w kq - 2 16,c1c8,4,1295,c1c8 a8c8 d1d7 e8f8 d7c8 e7d8 c8d8
5CSCh,8/3N1p1k/pp2pQp1/4P3/P4P2/8/5qbK/8 w - - 2 34,f6f7,4,2081,f6f7 h7h6 f7f8 h6h5 d7f6 h5h4 f8h6
rEgiE,r1bq1bkr/pppp2pp/5n2/4P3/5Q2/8/PP1P1PPP/nNBKR3 w - - 2 11,f4c4,4,1828,f4c4 d7d5 e5d6 f6d5 c4d5 c8e6 d5e6
dm6m9,6rk/1R3Qpp/p7/3pP1q1/3P1R2/P6P/1P1n2PK/2r5 w - - 3 28,f7g8,4,1508,f7g8 h8g8 b7b8 c1c8 b8c8 g5d8 c8d8
sxdKa,8/6k1/8/p3bppp/P7/1R1B1PPK/2r4P/8 b - - 1 40,g5g4,4,2354,g5g4 f3g4 h5g4 h3h4 e5f6 h4h5 c2h2
COElg,8/pQ3pk1/B5p1/3Pp3/4Pn2/4bP1r/P3N1R1/3R1K2 b - - 12 36,h3f3,4,2528,h3f3 g2f2 f3f2 f1g1 f2f3 g1h2 f3h3
DXirD,2qr2k1/1p2bpp1/1Nr1p2p/pN2P3/P3Q3/4B3/1P3PPP/R5K1 b - - 8 27,c6c1,4,1067,c6c1 a1c1 c8c1 e3c1 d8d1 e4e1 d1e1
sdLQx,2R5/6pp/6k1/8/P3p3/3bN3/1r2r1PP/5RK1 w - - 6 27,c8c6,4,1378,c8c6 g6h5 f1f5 g7g5 g2g4 h5h4 c6h6
R9689,5rk1/p5pp/2B5/QPr1p3/n2q4/R7/5PPP/5RK1 b - - 1 24,d4f2,4,1521,d4f2 f1f2 c5c1 a5e1 c1e1 f2f1 e1f1
pu5Zs,r1bq1k1r/1pp1b2p/3p1n2/7Q/p4B2/P1PP4/1P4PP/RN3RK1 w - - 1 16,f4h6,4,2261,f4h6 f8g8 f1f6 e7f6 h5d5 c8e6 d5e6
MH4fz,8/5pkp/2q3p1/2pp2Q1/1pn5/5PNP/1PP3P1/6K1 w - - 4 29,g3f5,4,2043,g3f5 g7f8 g5e7 f8g8 e7d8 c6e8 d8e8
2kT8Q,r1r3k1/1p2Rpp1/3b2p1/3p2N1/8/1Q5P/1B3PP1/6K1 b - - 0 27,a8a1,4,1435,a8a1 b2a1 c8c1 b3d1 c1d1 e7e1 d1e1
louuk,5r1k/6qp/8/3R4/2Qb4/1P6/P4rBP/6RK b - - 4 34,g7g2,4,1586,g7g2 g1g2 f2f1 c4f1 f8f1 g2g1 f1g1
LzpJE,8/5k1p/R4p2/n3p3/7P/3PnP1K/P1P2RP1/1r6 b - - 0 37,b1h1,4,2118,b1h1 h3g3 e3f5 g3g4 h1h4 g4f5 h4f4
iZnQ2,7k/R4p1p/2pp2b1/P3p1K1/6P1/r1p5/8/8 w - - 0 38,g5h6,4,1873,g5h6 a3a5 a7a5 f7f6 a5a8 g6e8 a8e8
2Ktd6,3r4/Q2p3p/1p1k4/2pq4/p7/8/PPP2P1P/R3RK2 b - - 5 29,d5h1,4,1960,d5h1 f1e2 d8e8 e2d3 h1d5 d3c3 d5d4
kCr1c,r4rk1/pp1n1ppp/2p1p3/3qBb2/3P4/2P3RP/PP6/R1KQ4 w - - 3 19,g3g7,4,2196,g3g7 g8h8 g7h7 h8h7 d1h5 h7g8 h5h8
clnvk,2r3k1/pp4rp/1n2p2q/n7/6R1/1P1p3P/P1p2QP1/5RK1 w - - 2 33,f2f7,4,1741,f2f7 g8h8 f7f8 c8f8 f1f8 g7g8 g4g8
Pg3aY,1k5r/1pp4r/1pb1R2q/5Pp1/P7/2Q3B1/1PP3PP/R6K b - - 2 30,h6h2,4,1836,h6h2 g3h2 h7h2 h1g1 h2g2 g1f1 h8h1
FWF75,8/3R2pk/P4p1p/1P1PpP2/8/4BN2/rR3PPP/6K1 b - - 0 35,a2a1,4,991,a2a1 b2b1 a1b1 e3c1 b1c1 f3e1 c1e1
dF5E0,8/p4pk1/1p5p/5Bp1/1P6/P3PQP1/3RnPPK/q7 b - - 0 34,a1g1,4,1436,a1g1 h2h3 g1h1 h3g4 h6h5 g4g5 f7f6
aWH7m,r3kb1r/1B1n1ppp/4P3/6B1/2pP1P2/ppP5/1P1Q2PP/qNKRR3 b kq - 0 20,a3b2,4,2421,a3b2 d2b2 a1b2 c1b2 a8a2 b2c1 a2c2
C41GQ,2r1k3/6p1/1QpBb2p/2p5/1PPn2P1/3q3P/P4RK1/8 w - - 0 34,f2f8,4,2241,f2f8 e8d7 f8d8 c8d8 b6c7 d7e8 c7e7
OS3U3,r1r3k1/3b4/3pp1P1/6N1/4P3/Pp6/1QqP1P2/K1R4R b - - 2 28,a8a3,4,1635,a8a3 b2a3 b3b2 a3b2 c8a8 b2a2 a8a2
ymmhV,1k3r1r/pp6/4Q3/1P2P1p1/8/8/P4qPP/R2R3K b - - 0 29,h8h2,4,1708,h8h2 h1h2 f8h8 e6h3 h8h3 h2h3 f2h4
TQw2S,rn6/1p1b1p2/3p4/p3r2p/3pNk2/3B4/PPPK2P1/7R w - - 2 26,h1f1,4,2245,h1f1 f4g4 d3e2 g4h4 f1h1 d7h3 h1h3
hxGCY,5rk1/pp1qpr1p/3pN2P/2pP1PpQ/4P3/2P5/P1P5/2K5 w - - 0 27,h5g5,4,2288,h5g5 g8h8 g5g7 f7g7 h6g7 h8g8 g7f8q
XiCiP,5r1k/Qbp3pp/4B3/8/2P5/2q5/P5PP/1R4K1 b - - 2 23,c3c2,4,1967,c3c2 a7b7 c2f2 g1h1 f2f1 b1f1 f8f1
eYxRV,5rk1/5ppp/2p3n1/3r4/Q7/P1B1Pq2/1P3P1P/3RKR2 b - - 4 19,g6f4,4,2777,g6f4 e3f4 f3c3 b2c3 f8e8 a4e4 e8e4
LGwYS,r1b3k1/ppp3p1/2n2rB1/2b4Q/3qP3/2N4P/PPPP2P1/R1B1K3 w Q - 0 15,h5h7,4,1622,h5h7 g8f8 h7h8 f8e7 h8e8 e7d6 c3b5
pIUt3,8/1p2r3/2kp1N2/8/1KP2P2/6Q1/1P2q1PP/r1B4R b - - 10 30,a1a4,4,2452,a1a4 b4a4 b7b5 c4b5 e2b5 a4a3 e7a7
7iDR6,rn2kb1r/pbpp1ppp/4P3/8/1p2P2q/2P2PP1/PP1B4/RN1QKBNR b KQkq - 0 9,h4g3,4,1641,h4g3 e1e2 b7a6 c3c4 a6c4 e2e3 f8c5
OoOmE,4r1k1/1b3p2/pp4p1/5qQ1/2p2PN1/P1Pp4/4r1PP/1B1R2RK b - - 10 33,b7g2,4,2015,b7g2 g1g2 e2e1 d1e1 e8e1 g2g1 f5e4
FJ0Ba,5rk1/1bqn1Np1/p3p3/4P3/3p1Q1P/3B4/Pp6/1K3R2 w - - 2 30,f7h6,4,1942,f7h6 g7h6 f1g1 b7g2 g1g2 g8h8 f4h6
B8Bls,r5k1/pQ3ppp/1n3q2/1R6/8/5N2/P4PPK/4r3 w - - 0 22,b7a8,4,1543,b7a8 b6a8 b5b8 f6d8 b8d8 e1e8 d8e8
RP2qZ,r4rk1/ppp2ppp/8/2bP3R/2B2P1q/2NP4/PPnB1P1P/R2Q2K1 b - - 0 13,h4f2,4,2388,h4f2 g1h1 c2e1 h5g5 f2f1 g5g1 f1g1
uIYHC,r4r2/1bp1qp1k/4p1p1/pp1pP3/8/P2B4/1PP3Q1/2K3R1 w - - 0 30,d3g6,4,1659,d3g6 f7g6 g2g6 h7h8 g1h1 e7h4 h1h4
IBvqE,r2k1r2/pbpqbBQp/1p6/4p1B1/3n4/N2P4/PPP2PPP/R4RK1 b - - 2 16,d4e2,4,2403,d4e2 g1h1 b7g2 h1g2 d7g4 g2h1 g4f3
C41ov,r2q3k/pbp3pB/1p2p3/3N2RQ/7r/8/PPP2bPP/R6K w - - 1 19,h7f5,4,2323,h7f5 h4h5 g5h5 h8g8 f5e6 g8f8 h5h8
eAoqN,5r2/2p1qPkp/r2p1n2/p2B4/1p1pP3/3P1Q1P/PPP2P2/2K4R w - - 0 21,h1g1,4,1964,h1g1 g7h8 f3f6 e7f6 g1g8 f8g8 f7g8q
QUExb,6k1/1Q4pp/p1p3p1/2Pp4/1P6/3nq3/P5PP/5R1K b - - 4 29,d3f2,4,1597,d3f2 h1g1 f2h3 g1h1 e3g1 f1g1 h3f2
AXrwI,5q2/k2b4/4p3/2n1Pp2/pNr2P2/8/P2Q2PP/1R4K1 w - - 6 39,b4c6,4,1653,b4c6 d7c6 d2a5 c5a6 a5b6 a7a8 b6a6
g12O6,r6Q/4kp2/p1b1p1p1/1p2P1P1/4pP2/1Pq1n1K1/P1P5/2B4R w - - 3 33,h8f6,4,1800,h8f6 e7d7 f6f7 d7d8 h1h8 c6e8 h8e8
lQl2Q,5rk1/p1q3pp/1p1b2p1/1Pp4n/2Pp4/P2P3P/1B1N2P1/R2QR1K1 b - - 2 21,d6h2,4,1436,d6h2 g1h1 h5g3 h1h2 g3f1 h2g1 c7h2
kRz3B,4Q3/8/5kqp/1p6/2p3Pp/2P1B3/1P2P2K/r7 w - - 3 41,e3d4,4,2377,e3d4 f6g5 e8e3 g5g4 e3f3 g4g5 d4e3
lhDQ2,r1bqr1k1/ppp2ppp/3b4/6NQ/3n1N2/2P5/PP4PP/n1BK3R w - - 0 15,h5h7,4,2530,h5h7 g8f8 f4g6 f7g6 h7h8 f8e7 h8g7
B5a2d,1r1qr2k/ppp3p1/2np1pP1/3npP2/6QP/3PB3/PPP2P2/R4RK1 w - - 2 21,g4h5,4,984,g4h5 h8g8 h5h7 g8f8 h7h8 f8e7 h8g7
RJEYo,q4rk1/p7/3p4/5p1p/5n2/2P1Rb2/PP1Q1B1P/4RK2 b - - 1 27,f3e2,4,2163,f3e2 e1e2 a8g2 f1e1 g2h1 f2g1 h1g1
Aq5zV,4r1k1/1p3p2/5P1p/p1P5/P4bPn/6NP/1Q3PRK/8 b - - 0 35,h4f3,4,1269,h4f3 h2h1 e8e1 g3f1 e1f1 g2g1 f1g1
P2ZdT,r1b2rk1/p4ppp/2N1p3/2Q5/2R5/4nP2/4q1PP/2R4K w - - 4 29,c6e7,4,1945,c6e7 g8h8 e7g6 h7g6 c5f8 h8h7 c4h4
KDyLe,r1bq3k/ppp3pn/7p/2bPN2r/2B5/2P1p2P/PP4PN/R4R1K w - - 0 19,e5g6,4,2055,e5g6 h8g8 d5d6 h5d5 c4d5 c8e6 d5e6
gzJqn,r1b1r2k/pp5p/2p2p2/5P2/2n1PBQ1/8/q1P3PP/3R3K w - - 2 23,f4h6,4,2276,f4h6 e8g8 h6g7 g8g7 d1d8 g7g8 g4g8
gbTaW,5rk1/pp4p1/5b1B/3p3Q/8/2P4R/r5PP/6K1 b - - 0 28,f6d4,4,1584,f6d4 c3d4 a2a1 h6c1 a1c1 h5d1 c1d1
6fg4p,4k3/4P3/2p1K3/1p6/pP1p4/8/5P2/8 w - - 0 52,f2f4,4,1544,f2f4 a4a3 f4f5 a3a2 f5f6 d4d3 f6f7
lcKN5,3rk1r1/5p1p/2p1p1p1/8/1QP1R3/5q2/PP6/2K1R3 w - - 0 28,e4e6,4,1999,e4e6 f7e6 e1e6 e8d7 e6e7 d7c8 b4b7
KKdBA,5rk1/ppQ2ppp/2p5/8/8/7P/P1q1r1P1/3R1R1K w - - 2 23,c7f7,4,1616,c7f7 f8f7 d1d8 e2e8 d8e8 f7f8 f1f8
3qLa9,5q1k/7p/p3B1b1/1p6/2p4Q/2P5/6PP/3n2K1 w - - 0 33,h4d4,4,1883,h4d4 f8g7 d4d8 g6e8 d8e8 g7f8 e8f8
GNHxF,R7/6pk/1P1p3p/3p4/P2PbP2/4P1KP/2r3N1/8 b - - 2 39,c2g2,4,964,c2g2 g3h4 g7g5 f4g5 h6g5 h4h5 e4f3
eIXKn,4r1k1/2pQ3p/p1P5/5p2/7R/4q1P1/P5KP/8 b - - 9 41,e3e2,4,1204,e3e2 g2g1 e2e1 g1g2 e8e2 g2h3 e1f1
rkLLg,r4r1k/pb3p2/4p1PN/1p1q4/7P/2pB1R2/PP4P1/5RK1 w - - 0 25,g6g7,4,2394,g6g7 h8g7 f3f7 f8f7 f1f7 g7h8 f7h7
9kUBr,7r/2p2kp1/p2bp3/1p2P3/nP2Q1qP/P1P2pP1/5P1K/3RRN2 b - - 1 32,h8h4,4,1803,h8h4 h2g1 h4h1 g1h1 g4h3 h1g1 h3g2
ogkWJ,8/1R6/1p3k1p/1P6/2PpB3/3P2PK/1r6/6b1 b - - 2 40,b2h2,4,2244,b2h2 h3g4 h6h5 g4f4 g1e3 f4f3 h2f2
23KtC,5rk1/ppq3p1/2p3QP/8/4PB2/8/PPP2r2/2K3RR b - - 0 26,c7f4,4,1131,c7f4 c1b1 f2f1 g1f1 f4f1 h1f1 f8f1
xbivK,7k/6p1/3Kr1P1/2P5/7p/2P5/8/8 w - - 0 55,d6e6,4,1013,d6e6 h4h3 c5c6 h3h2 c6c7 h2h1q c7c8q
Nq86y,3r4/6PP/8/8/5P2/k1p5/1p6/1K2R3 b - - 0 65,d8d2,4,2323,d8d2 e1c1 c3c2 c1c2 d2d1 c2c1 b2c1q
fExGc,3r1rk1/p1p3pp/2p2q2/2R5/8/5Q2/PPP2PPP/R1B3K1 b - - 0 15,d8d1,4,1802,d8d1 f3d1 f6f2 g1h1 f2f1 d1f1 f8f1
K5Ioc,1r1k4/R4Rpp/4p3/3pP3/P4P2/4K3/r5PP/8 b - - 0 33,b8b3,4,2114,b8b3 e3d4 a2d2 d4c5 d2c2 c5d6 b3b6
hJVQX,r6k/4p1bp/p2NQ1p1/4Pn2/5P2/8/Pq4PP/5RK1 w - - 5 27,d6f7,4,1552,d6f7 h8g8 f7h6 g8h8 e6g8 a8g8 h6f7
VDTdb,2k3nr/pp1rpQ2/2p4p/5p2/1q1bbB2/6PB/P6P/2R2K2 w - - 0 31,f7e8,4,2423,f7e8 d7d8 h3f5 e4f5 c1c6 b7c6 e8c6
AyatE,1r3rk1/6p1/4p3/3b1p1Q/p6R/P4P2/5qPP/2R4K w - - 4 35,h5h8,4,2369,h5h8 g8f7 c1c7 f7e8 h8f8 e8f8 h4h8
8OpCW,r5r1/pp1b1p2/2k1pB2/2np4/5Qq1/P2B4/7P/2R1K3 w - - 2 39,c1c5,4,2683,c1c5 c6c5 f6d4 c5c6 f4c1 c6d6 c1c5
8R48L,rn6/1p4Q1/p3R2p/3P1p1q/3N1k2/3B2n1/PP4P1/RN4K1 b - - 1 30,h5d1,4,1866,h5d1 e6e1 d1e1 d3f1 e1f1 g1h2 f1h1
cD6CG,r4r2/2qbb1kp/p1p3p1/4p1P1/P1B1P3/2P2P2/2PQ4/R3K2R w KQ - 2 22,h1h7,4,1196,h1h7 g7h7 d2h2 d7h3 h2h3 h7g7 h3h6
0XqVF,r2q1rk1/4bp1p/p3p1p1/5nP1/1pPB1P2/4PR1Q/3P3P/RN4K1 w - - 1 22,h3h7,4,1258,h3h7 g8h7 f3h3 f5h4 h3h4 h7g8 h4h8
sYhj1,5rk1/pp3ppp/2q5/3RPQ2/1r6/7P/6P1/5RK1 w - - 1 26,f5f7,4,1430,f5f7 f8f7 d5d8 c6e8 d8e8 f7f8 f1f8
1LLyK,r1bq1rk1/3n2p1/1pp1p2p/p3P2P/3P2p1/2PQ1N2/P4P2/1B2K2R w K - 0 19,d3h7,4,1597,d3h7 g8f7 b1g6 f7e7 h7g7 f8f7 g7f7
NYo39,1r4k1/5ppp/Q7/8/2R1p1P1/8/PPq1r2P/KR6 b - - 2 27,c2b2,4,1631,c2b2 b1b2 e2e1 c4c1 e1c1 b2b1 c1b1
KkAo3,Q1Nn1kr1/5p2/8/1p2P1qp/8/1P4P1/PPr4P/3R1RK1 b - - 0 29,g5e3,4,2181,g5e3 g1h1 c2h2 h1h2 e3g3 h2h1 g3h3
RKDVX,R4r1k/6pp/8/3Q4/8/8/1r2qPPP/5RK1 b - - 6 25,e2f2,4,1402,e2f2 f1f2 b2b1 d5d1 b1d1 f2f1 d1f1
87kC5,4r1k1/5ppp/8/4b3/5P2/pP2B3/2P3PP/1K1R4 b - - 0 26,a3a2,4,1334,a3a2 b1a2 e8a8 e3a7 a8a7 a2b1 a7a1
mp4vg,7r/3B1ppp/Q3R3/3p3k/3q1P2/P1rb4/6P1/5R1K w - - 1 30,e6h6,4,2372,e6h6 g7h6 g2g4 h5h4 a6h6 h4g3 h6h2
2riDL,6k1/1r5p/1q1b1Qp1/3p2N1/8/8/6P1/R6K w - - 4 41,a1a8,4,1644,a1a8 d6b8 a8b8 b7b8 f6f7 g8h8 f7h7
vDZeo,2Q5/8/pk1Np3/3pP3/3P2P1/8/KP6/2rq4 w - - 7 45,c8b7,4,2080,c8b7 b6a5 b2b4 a5a4 b7a6 a4b4 a6a3
fny7S,2r2r2/5p1k/pp1qpbp1/6Rp/5P1P/1P2P3/P3QP2/4N1RK w - - 1 29,e2h5,4,2225,e2h5 h7g7 g5g6 f7g6 h5g6 g7h8 g6h6
VjWDX,1k1r4/ppb5/2p1Bp2/2p1nP2/8/8/PPPBQ1PK/4R3 b - - 0 34,e5f3,4,2103,e5f3 h2h3 d8h8 d2h6 h8h6 h3g4 f3h2
iJPm3,r1b1nrk1/pp3pp1/2p4p/4N1q1/3PB3/8/PPQ2PPP/R3R1K1 w - - 1 18,e4h7,4,1456,e4h7 g8h8 e5f7 f8f7 e1e8 f7f8 e8f8
uRjkZ,r2q1r2/pp1bb1pk/2n1p3/3p2P1/3P1P2/8/PPN4P/R1BQ1RK1 w - - 0 17,d1h5,4,1204,d1h5 h7g8 g5g6 f8f5 h5h7 g8f8 h7h8
MrfC3,5rk1/pQ4pp/8/3R4/2rq4/P7/5PPP/5RK1 b - - 0 25,d4f2,4,1256,d4f2 f1f2 c4c1 d5d1 c1d1 f2f1 d1f1
DEsaQ,3rk2r/p4pQ1/2p1b3/8/2q3p1/5N2/PPP2PP1/R1B2RK1 b k - 0 17,c4f1,4,2206,c4f1 g1f1 e6c4 f1e1 h8h1 f3g1 h1g1
eRVau,r2qk2r/1b1np1b1/pp3np1/2pp3p/3P3P/BPP1PN2/P1QN1PP1/R3K2R w KQkq - 0 12,c2g6,4,1362,c2g6 e8f8 f3g5 d8e8 g5e6 f8g8 g6g7
mJbHB,3r1rk1/p4qb1/8/6R1/4Q3/8/PPP2PPP/5RK1 b - - 0 29,f7f2,4,1298,f7f2 f1f2 d8d1 e4e1 d1e1 f2f1 e1f1
fDfSG,r4rk1/2pq1ppp/1p1bpB2/pP1b2P1/n6Q/P2P4/4PP1P/RN2K1R1 w Q - 8 18,h4h6,4,2065,h4h6 g7h6 g5h6 d5g2 g1g2 d6g3 g2g3
oxpSZ,7r/1k3pp1/2p2q2/2nr4/2N5/5PQ1/1P3KP1/R3R3 w - - 2 29,a1a7,4,1892,a1a7 b7a7 g3c7 c5b7 e1a1 d5a5 a1a5
eNeUd,6k1/8/P1R2pp1/7p/1Q6/3p4/q4PPP/4rNK1 b - - 1 38,e1f1,4,2042,e1f1 g1f1 a2e2 f1g1 e2d1 b4e1 d1e1
pFFK7,1R6/6k1/4pR1N/2q1P1p1/3p1P2/r2P3P/8/6K1 w - - 10 43,b8g8,4,2300,b8g8 g7h7 f6f7 h7h6 f4g5 h6h5 f7h7
yS8Jg,5qk1/p6p/1p2Rp2/3Qn1p1/1P6/3P2BP/2r2PP1/6K1 b - - 0 31,c2c1,4,1342,c2c1 g1h2 e5g4 h3g4 f8h6 g3h4 h6h4
DBEI3,r1b3rk/p2p1pn1/1p2p1pB/3q2P1/8/2Q1R3/PP3P1P/2R3K1 w - - 0 24,h6g7,4,1490,h6g7 g8g7 e3h3 h8g8 c3c8 a8c8 c1c8
9XXsl,5rk1/pp3ppp/8/3Q1R2/8/2r1q2P/P5P1/3R3K w - - 0 23,d5f7,4,1382,d5f7 f8f7 d1d8 e3e8 d8e8 f7f8 f5f8
x0cGY,1r6/k2n4/r3R1p1/3q3p/1pp2Q2/8/5PPP/4R1K1 w - - 0 40,f4c7,4,1978,f4c7 d5b7 e6a6 a7a6 e1a1 a6b5 a1a5
U1APt,1Q6/5pk1/2p2rpq/8/P1B5/8/2Pr2RP/4R1K1 b - - 6 40,h6e3,4,2097,h6e3 e1e3 d2d1 e3e1 d1e1 c4f1 e1f1
tIWzm,1r3bk1/3b4/5Bp1/q2pPp2/2pP1P2/2P4Q/7K/q7 w - - 0 35,h3h8,4,1254,h3h8 g8f7 h8h7 f8g7 h7g7 f7e6 g7e7
vAnbQ,5bk1/pp3p1p/5P2/8/2p1RKPQ/2Pr3P/P7/q7 w - - 0 29,h4g5,4,1694,h4g5 g8h8 g5g7 f8g7 e4e8 g7f8 e8f8
VobGw,7r/k3n1p1/b1p1p3/2P1p3/4P3/3Q2P1/7q/1RR2K2 w - - 0 32,d3a6,4,2090,d3a6 a7a6 b1b6 a6a5 c1a1 h2a2 a1a2
nWTtt,5rk1/5rp1/P3Q3/3p4/8/2P4R/1q3PPP/4R1K1 b - - 3 35,b2f2,4,1989,b2f2 g1h1 f2e1 e6e1 f7f1 e1f1 f8f1
J96Np,r2qk2r/1p3pp1/p1n1N3/3N4/2PP1bp1/8/PP2QPP1/R2R2K1 b kq - 0 18,h8h1,4,1746,h8h1 g1h1 d8h4 h1g1 h4h2 g1f1 h2h1
EjZ6A,N5k1/pb2n3/2P5/6r1/3P4/P3P2P/7B/R4R1K b - - 0 29,b7c6,4,903,b7c6 d4d5 c6d5 e3e4 d5e4 f1f3 e4f3
KmqHu,2r5/pppk2pp/5p2/3KpN2/1P2P3/P1BP1P2/6PP/n6R b - - 0 24,c7c6,4,1539,c7c6 d5c5 b7b6 c5c4 b6b5 c4c5 a1b3
zyBdB,2r3k1/4pp1p/5Pp1/5b2/1p5P/qPp1BN2/P3N3/K1Q4R b - - 1 32,a3a2,4,1748,a3a2 a1a2 c8a8 e3a7 a8a7 c1a3 a7a3
